,Unnamed: 0.1,Unnamed: 0,filepaths,pipelines,groups,contrast
322,1932,2532,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-195_right-hand_spm-5-0-0_con.nii,spm-5-0-0,195,right-hand
325,1945,2569,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-197_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,197,right-hand
326,1956,2580,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-197_right-hand_spm-5-0-0_con.nii,spm-5-0-0,197,right-hand
329,1969,2593,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-198_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,198,right-hand
330,1980,2604,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-198_right-hand_spm-5-0-0_con.nii,spm-5-0-0,198,right-hand
333,1993,2617,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-199_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,199,right-hand
334,2004,2628,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-199_right-hand_spm-5-0-0_con.nii,spm-5-0-0,199,right-hand
337,2017,2641,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-19_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,19,right-hand
338,2028,2652,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-19_right-hand_spm-5-0-0_con.nii,spm-5-0-0,19,right-hand
341,2041,2665,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-1_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,1,right-hand
342,2052,2676,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-1_right-hand_spm-5-0-0_con.nii,spm-5-0-0,1,right-hand
345,2065,2689,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-200_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,200,right-hand
346,2076,2700,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-200_right-hand_spm-5-0-0_con.nii,spm-5-0-0,200,right-hand
349,2089,2713,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-201_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,201,right-hand
350,2100,2724,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-201_right-hand_spm-5-0-0_con.nii,spm-5-0-0,201,right-hand
353,2113,2737,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-202_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,202,right-hand
354,2124,2748,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-202_right-hand_spm-5-0-0_con.nii,spm-5-0-0,202,right-hand
357,2137,2761,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-203_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,203,right-hand
358,2148,2772,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-203_right-hand_spm-5-0-0_con.nii,spm-5-0-0,203,right-hand
361,2161,2809,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-205_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,205,right-hand
362,2172,2820,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-205_right-hand_spm-5-0-0_con.nii,spm-5-0-0,205,right-hand
365,2185,2833,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-206_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,206,right-hand
366,2196,2844,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-206_right-hand_spm-5-0-0_con.nii,spm-5-0-0,206,right-hand
369,2209,2857,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-207_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,207,right-hand
370,2220,2868,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-207_right-hand_spm-5-0-0_con.nii,spm-5-0-0,207,right-hand
373,2233,2881,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-208_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,208,right-hand
374,2244,2892,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-208_right-hand_spm-5-0-0_con.nii,spm-5-0-0,208,right-hand
377,2257,2905,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-209_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,209,right-hand
378,2268,2916,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-209_right-hand_spm-5-0-0_con.nii,spm-5-0-0,209,right-hand
381,2281,2929,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-20_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,20,right-hand
382,2292,2940,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-20_right-hand_spm-5-0-0_con.nii,spm-5-0-0,20,right-hand
385,2305,2953,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-210_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,210,right-hand
386,2316,2964,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-210_right-hand_spm-5-0-0_con.nii,spm-5-0-0,210,right-hand
389,2329,2977,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-211_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,211,right-hand
390,2340,2988,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-211_right-hand_spm-5-0-0_con.nii,spm-5-0-0,211,right-hand
393,2353,3025,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-213_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,213,right-hand
394,2364,3036,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-213_right-hand_spm-5-0-0_con.nii,spm-5-0-0,213,right-hand
397,2377,3049,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-214_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,214,right-hand
398,2388,3060,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-214_right-hand_spm-5-0-0_con.nii,spm-5-0-0,214,right-hand
401,2401,3097,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-216_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,216,right-hand
402,2412,3108,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-216_right-hand_spm-5-0-0_con.nii,spm-5-0-0,216,right-hand
405,2425,3121,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-217_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,217,right-hand
406,2436,3132,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-217_right-hand_spm-5-0-0_con.nii,spm-5-0-0,217,right-hand
409,2449,3145,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-218_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,218,right-hand
410,2460,3156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-218_right-hand_spm-5-0-0_con.nii,spm-5-0-0,218,right-hand
413,2473,3169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-219_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,219,right-hand
414,2484,3180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-219_right-hand_spm-5-0-0_con.nii,spm-5-0-0,219,right-hand
417,2497,3193,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-21_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,21,right-hand
418,2508,3204,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-21_right-hand_spm-5-0-0_con.nii,spm-5-0-0,21,right-hand
421,2521,3217,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-220_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,220,right-hand
422,2532,3228,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-220_right-hand_spm-5-0-0_con.nii,spm-5-0-0,220,right-hand
425,2545,3241,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-221_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,221,right-hand
426,2556,3252,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-221_right-hand_spm-5-0-0_con.nii,spm-5-0-0,221,right-hand
429,2569,3265,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-222_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,222,right-hand
430,2580,3276,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-222_right-hand_spm-5-0-0_con.nii,spm-5-0-0,222,right-hand
433,2593,3289,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-223_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,223,right-hand
434,2604,3300,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-223_right-hand_spm-5-0-0_con.nii,spm-5-0-0,223,right-hand
437,2617,3313,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-224_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,224,right-hand
438,2628,3324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-224_right-hand_spm-5-0-0_con.nii,spm-5-0-0,224,right-hand
441,2641,3337,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-225_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,225,right-hand
442,2652,3348,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-225_right-hand_spm-5-0-0_con.nii,spm-5-0-0,225,right-hand
445,2665,3361,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-226_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,226,right-hand
446,2676,3372,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-226_right-hand_spm-5-0-0_con.nii,spm-5-0-0,226,right-hand
449,2689,3385,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-227_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,227,right-hand
450,2700,3396,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-227_right-hand_spm-5-0-0_con.nii,spm-5-0-0,227,right-hand
453,2713,3409,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-228_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,228,right-hand
454,2724,3420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-228_right-hand_spm-5-0-0_con.nii,spm-5-0-0,228,right-hand
457,2737,3433,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-229_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,229,right-hand
458,2748,3444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-229_right-hand_spm-5-0-0_con.nii,spm-5-0-0,229,right-hand
461,2761,3457,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-22_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,22,right-hand
462,2772,3468,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-22_right-hand_spm-5-0-0_con.nii,spm-5-0-0,22,right-hand
465,2785,3505,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-231_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,231,right-hand
466,2796,3516,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-231_right-hand_spm-5-0-0_con.nii,spm-5-0-0,231,right-hand
469,2809,3553,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-233_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,233,right-hand
470,2820,3564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-233_right-hand_spm-5-0-0_con.nii,spm-5-0-0,233,right-hand
473,2833,3577,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-234_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,234,right-hand
474,2844,3588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-234_right-hand_spm-5-0-0_con.nii,spm-5-0-0,234,right-hand
477,2857,3601,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-235_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,235,right-hand
478,2868,3612,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-235_right-hand_spm-5-0-0_con.nii,spm-5-0-0,235,right-hand
481,2881,3625,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-236_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,236,right-hand
482,2892,3636,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-236_right-hand_spm-5-0-0_con.nii,spm-5-0-0,236,right-hand
485,2905,3649,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-237_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,237,right-hand
486,2916,3660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-237_right-hand_spm-5-0-0_con.nii,spm-5-0-0,237,right-hand
489,2929,3673,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-238_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,238,right-hand
490,2940,3684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-238_right-hand_spm-5-0-0_con.nii,spm-5-0-0,238,right-hand
493,2953,3697,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-239_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,239,right-hand
494,2964,3708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-239_right-hand_spm-5-0-0_con.nii,spm-5-0-0,239,right-hand
497,2977,3721,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-23_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,23,right-hand
498,2988,3732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-23_right-hand_spm-5-0-0_con.nii,spm-5-0-0,23,right-hand
501,3001,3745,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-240_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,240,right-hand
502,3012,3756,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-240_right-hand_spm-5-0-0_con.nii,spm-5-0-0,240,right-hand
505,3025,3769,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-241_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,241,right-hand
506,3036,3780,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-241_right-hand_spm-5-0-0_con.nii,spm-5-0-0,241,right-hand
509,3049,3793,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-242_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,242,right-hand
510,3060,3804,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-242_right-hand_spm-5-0-0_con.nii,spm-5-0-0,242,right-hand
513,3073,3817,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-243_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,243,right-hand
514,3084,3828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-243_right-hand_spm-5-0-0_con.nii,spm-5-0-0,243,right-hand
517,3097,3841,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-244_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,244,right-hand
518,3108,3852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-244_right-hand_spm-5-0-0_con.nii,spm-5-0-0,244,right-hand
521,3121,3889,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-246_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,246,right-hand
522,3132,3900,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-246_right-hand_spm-5-0-0_con.nii,spm-5-0-0,246,right-hand
525,3145,3913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-247_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,247,right-hand
526,3156,3924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-247_right-hand_spm-5-0-0_con.nii,spm-5-0-0,247,right-hand
529,3169,3937,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-248_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,248,right-hand
530,3180,3948,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-248_right-hand_spm-5-0-0_con.nii,spm-5-0-0,248,right-hand
533,3193,3985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-24_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,24,right-hand
534,3204,3996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-24_right-hand_spm-5-0-0_con.nii,spm-5-0-0,24,right-hand
537,3217,4009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-250_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,250,right-hand
538,3228,4020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-250_right-hand_spm-5-0-0_con.nii,spm-5-0-0,250,right-hand
541,3241,4033,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-251_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,251,right-hand
542,3252,4044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-251_right-hand_spm-5-0-0_con.nii,spm-5-0-0,251,right-hand
545,3265,4081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-253_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,253,right-hand
546,3276,4092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-253_right-hand_spm-5-0-0_con.nii,spm-5-0-0,253,right-hand
549,3289,4105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-254_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,254,right-hand
550,3300,4116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-254_right-hand_spm-5-0-0_con.nii,spm-5-0-0,254,right-hand
553,3313,4129,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-255_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,255,right-hand
554,3324,4140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-255_right-hand_spm-5-0-0_con.nii,spm-5-0-0,255,right-hand
557,3337,4177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-257_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,257,right-hand
558,3348,4188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-257_right-hand_spm-5-0-0_con.nii,spm-5-0-0,257,right-hand
561,3361,4201,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-258_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,258,right-hand
562,3372,4212,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-258_right-hand_spm-5-0-0_con.nii,spm-5-0-0,258,right-hand
565,3385,4225,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-259_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,259,right-hand
566,3396,4236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-259_right-hand_spm-5-0-0_con.nii,spm-5-0-0,259,right-hand
569,3409,4297,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-261_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,261,right-hand
570,3420,4308,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-261_right-hand_spm-5-0-0_con.nii,spm-5-0-0,261,right-hand
573,3433,4321,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-262_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,262,right-hand
574,3444,4332,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-262_right-hand_spm-5-0-0_con.nii,spm-5-0-0,262,right-hand
577,3457,4369,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-264_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,264,right-hand
578,3468,4380,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-264_right-hand_spm-5-0-0_con.nii,spm-5-0-0,264,right-hand
581,3481,4393,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-265_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,265,right-hand
582,3492,4404,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-265_right-hand_spm-5-0-0_con.nii,spm-5-0-0,265,right-hand
585,3505,4441,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-267_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,267,right-hand
586,3516,4452,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-267_right-hand_spm-5-0-0_con.nii,spm-5-0-0,267,right-hand
589,3529,4465,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-268_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,268,right-hand
590,3540,4476,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-268_right-hand_spm-5-0-0_con.nii,spm-5-0-0,268,right-hand
593,3553,4489,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-269_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,269,right-hand
594,3564,4500,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-269_right-hand_spm-5-0-0_con.nii,spm-5-0-0,269,right-hand
597,3577,4513,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-26_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,26,right-hand
598,3588,4524,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-26_right-hand_spm-5-0-0_con.nii,spm-5-0-0,26,right-hand
601,3601,4537,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-270_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,270,right-hand
602,3612,4548,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-270_right-hand_spm-5-0-0_con.nii,spm-5-0-0,270,right-hand
605,3625,4561,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-271_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,271,right-hand
606,3636,4572,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-271_right-hand_spm-5-0-0_con.nii,spm-5-0-0,271,right-hand
609,3649,4585,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-272_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,272,right-hand
610,3660,4596,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-272_right-hand_spm-5-0-0_con.nii,spm-5-0-0,272,right-hand
613,3673,4609,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-273_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,273,right-hand
614,3684,4620,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-273_right-hand_spm-5-0-0_con.nii,spm-5-0-0,273,right-hand
617,3697,4633,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-274_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,274,right-hand
618,3708,4644,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-274_right-hand_spm-5-0-0_con.nii,spm-5-0-0,274,right-hand
